1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 7 8 9 10 11 12 15 16 18 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 7 8 9 10 11 12 15 16 18 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 7 8 9 11 16 18 
1 3 6 8 9 10 11 12 15 16 19 20 
1 3 6 8 9 10 11 12 15 16 19 20 
